Taxid	Sci.Name	Rank	Named Lineage	Taxid Lineage
57068	Acanthisitta chloris	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Passeriformes,Acanthisittidae,Acanthisitta,Acanthisitta chloris	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9126,38633,57067,57068
57266	Plasmodium falciparum 7G8	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium (Laverania),Plasmodium falciparum,Plasmodium falciparum 7G8	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418107,5833,57266
57270	Plasmodium falciparum Palo Alto/Uganda	strain	root,cellular organisms,Eukaryota,Sar,Alveolata,Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium (Laverania),Plasmodium falciparum,Plasmodium falciparum Palo Alto/Uganda	1,131567,2759,2698737,33630,5794,422676,5819,1639119,5820,418107,5833,57270
57397	Apaloderma vittatum	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Trogoniformes,Trogonidae,Apaloderma,Apaloderma vittatum	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,56308,56309,57396,57397
57412	Colius striatus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Coliiformes,Coliidae,Colius,Colius striatus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,57384,57385,57409,57412
57421	Merops nubicus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Coraciiformes,Meropidae,Merops,Merops nubicus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,8936,57386,57420,57421
57439	Upupa epops	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Upupiformes,Upupidae,Upupa,Upupa epops	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,57389,57390,57438,57439
57577	Trifolium pratense	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Fabales,Fabaceae,Papilionoideae,50 kb inversion clade,NPAAA clade,Hologalegina,IRL clade,Trifolieae,Trifolium,Trifolium pratense	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91835,72025,3803,3814,2231393,2231382,2233838,2233839,163742,3898,57577
58203	Rhodinocichla rosea	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Passeriformes,Thraupidae,Rhodinocichla,Rhodinocichla rosea	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9126,400783,58202,58203
58242	Anopheles braziliensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Nematocera,Culicomorpha,Culicoidea,Culicidae,Anophelinae,Anopheles,Nyssorhynchus,argyritarsis section,albitarsis series,braziliensis group,Anopheles braziliensis	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,44543,44545,58233,58235,58242
58244	Anopheles marajoara	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Nematocera,Culicomorpha,Culicoidea,Culicidae,Anophelinae,Anopheles,Nyssorhynchus,argyritarsis section,albitarsis series,albitarsis group,Anopheles marajoara	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,44543,44545,58233,58234,58244
58253	Anopheles triannulatus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Mandibulata,Pancrustacea,Hexapoda,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Nematocera,Culicomorpha,Culicoidea,Culicidae,Anophelinae,Anopheles,Nyssorhynchus,albimanus section,oswaldoi series,triannulatus group,Anopheles triannulatus	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,197563,197562,6960,50557,85512,7496,33340,33392,7147,7148,43786,41827,7157,43816,7164,44543,44544,44548,54113,58253
58291	Rhizopus microsporus	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Fungi incertae sedis,Mucoromycota,Mucoromycotina,Mucoromycetes,Mucorales,Mucorineae,Rhizopodaceae,Rhizopus,Rhizopus microsporus	1,131567,2759,33154,4751,112252,1913637,451507,2212703,4827,1344963,1344955,4842,58291
58627	Debaryomyces fabryi	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,CUG-Ser1 clade,Debaryomycetaceae,Debaryomyces,Debaryomyces fabryi	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,2916678,766764,4958,58627
58853	Trichoderma citrinoviride	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma citrinoviride	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,5129,5543,58853
58919	Tilletiopsis washingtonensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Entylomatales,Entylomatales incertae sedis,Tilletiopsis,Tilletiopsis washingtonensis	1,131567,2759,33154,4751,451864,5204,452284,452283,62914,162479,1500560,58919
59463	Myotis lucifugus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,Myotis,Myotis lucifugus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,9397,30560,9431,9434,59463
59472	Pipistrellus kuhlii	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Vespertilionidae,Pipistrellus,Pipistrellus kuhlii	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,9397,30560,9431,27671,59472
59479	Rhinolophus ferrumequinum	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Chiroptera,Microchiroptera,Rhinolophidae,Rhinolophinae,Rhinolophus,Rhinolophus ferrumequinum	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,9397,30560,58055,186995,49442,59479
59557	Tuber aestivum	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,Pezizomycetes,Pezizales,Tuberaceae,Tuber,Tuber aestivum	1,131567,2759,33154,4751,451864,4890,716545,147538,147549,5185,40289,36048,59557
59560	Phallusia mammillata	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Tunicata,Ascidiacea,Phlebobranchia,Ascidiidae,Phallusia,Phallusia mammillata	1,131567,2759,33154,33208,6072,33213,33511,7711,7712,7713,7716,30274,56696,59560
59628	Paragonimus skrjabini miyazakii	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Platyhelminthes,Trematoda,Digenea,Plagiorchiida,Troglotremata,Troglotrematidae,Paragonimus,Paragonimus skrjabini miyazakii	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6157,6178,6179,27871,116925,34502,34503,59628
59729	Taeniopygia guttata	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Passeriformes,Passeroidea,Estrildidae,Estrildinae,Taeniopygia,Taeniopygia guttata	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9126,175121,37611,40155,59728,59729
59785	Myxobolus squamalis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Cnidaria,Myxozoa,Myxosporea,Bivalvulida,Platysporina,Myxobolidae,Myxobolus,Myxobolus squamalis	1,131567,2759,33154,33208,6072,6073,35581,35582,35583,109802,35587,35588,59785
59894	Ficedula albicollis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Archelosauria,Archosauria,Dinosauria,Saurischia,Theropoda,Coelurosauria,Aves,Neognathae,Passeriformes,Muscicapidae,Ficedula,Ficedula albicollis	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,1329799,8492,436486,436489,436491,436492,8782,8825,9126,36291,36292,59894
60169	Penicillium polonicum	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium polonicum	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5073,60169
60172	Penicillium solitum	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium solitum	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5073,60172
60175	Penicillium nalgiovense	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium,Penicillium nalgiovense	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,147545,451871,5042,1131492,5073,60175
60191	Rhipicephalus zambeziensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Panarthropoda,Arthropoda,Chelicerata,Arachnida,Acari,Parasitiformes,Ixodida,Ixodoidea,Ixodidae,Rhipicephalinae,Rhipicephalus,Rhipicephalus,Rhipicephalus zambeziensis	1,131567,2759,33154,33208,6072,33213,33317,1206794,88770,6656,6843,6854,6933,6934,6935,297308,6939,426437,34630,426455,60191
60296	Iconisemion striatum	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Actinopterygii,Actinopteri,Neopterygii,Teleostei,Osteoglossocephalai,Clupeocephala,Euteleosteomorpha,Neoteleostei,Eurypterygia,Ctenosquamata,Acanthomorphata,Euacanthomorphacea,Percomorphaceae,Ovalentaria,Atherinomorphae,Cyprinodontiformes,Aplocheiloidei,Nothobranchiidae,Iconisemion,Iconisemion striatum	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,7898,186623,41665,32443,1489341,186625,1489388,123365,123366,123367,123368,123369,1489872,1489908,1489913,28738,45443,405002,2175180,60296
60419	Castanea mollissima	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Fagales,Fagaceae,Castanea,Castanea mollissima	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91835,3502,3503,21019,60419
60516	Dibothriocephalus latus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Platyhelminthes,Cestoda,Eucestoda,Diphyllobothriidea,Diphyllobothriidae,Dibothriocephalus,Dibothriocephalus latus	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6157,6199,6200,1224679,28843,2267273,60516
60517	Taenia asiatica	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Spiralia,Lophotrochozoa,Platyhelminthes,Cestoda,Eucestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia asiatica	1,131567,2759,33154,33208,6072,33213,33317,2697495,1206795,6157,6199,6200,6201,6208,6202,60517
60711	Chlorocebus sabaeus	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Primates,Haplorrhini,Simiiformes,Catarrhini,Cercopithecoidea,Cercopithecidae,Cercopithecinae,Chlorocebus,Chlorocebus sabaeus	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314146,9443,376913,314293,9526,314294,9527,9528,392815,60711
61149	Rhizophora mucronata	species	root,cellular organisms,Eukaryota,Viridiplantae,Streptophyta,Streptophytina,Embryophyta,Tracheophyta,Euphyllophyta,Spermatophyta,Magnoliopsida,Mesangiospermae,eudicotyledons,Gunneridae,Pentapetalae,rosids,fabids,Malpighiales,Rhizophoraceae,Rhizophora,Rhizophora mucronata	1,131567,2759,33090,35493,131221,3193,58023,78536,58024,3398,1437183,71240,91827,1437201,71275,91835,3646,40029,40030,61149
61180	Oesophagostomum dentatum	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Protostomia,Ecdysozoa,Nematoda,Chromadorea,Rhabditida,Rhabditina,Rhabditomorpha,Strongyloidea,Strongylidae,Oesophagostomum,Oesophagostomum dentatum	1,131567,2759,33154,33208,6072,33213,33317,1206794,6231,119089,6236,2301116,2301119,27829,27830,52564,61180
61186	Monilinia laxa	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia,Monilinia laxa	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147548,5178,28983,38447,61186
61207	Monilinia vaccinii-corymbosi	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia,Monilinia vaccinii-corymbosi	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147548,5178,28983,38447,61207
61221	Varanus komodoensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Sauropsida,Sauria,Lepidosauria,Squamata,Bifurcata,Unidentata,Episquamata,Toxicofera,Anguimorpha,Paleoanguimorpha,Varanoidea,Varanidae,Varanus,Varanus komodoensis	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,8457,32561,8504,8509,1329961,1329950,1329912,1329911,8548,1330544,1329920,8555,8556,61221
61235	Fusarium equiseti	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium incarnatum-equiseti species complex,Fusarium equiseti	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,110618,5506,450425,61235
61262	Kazachstania barnettii	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Saccharomycotina,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania barnettii	1,131567,2759,33154,4751,451864,4890,716545,147537,4891,4892,4893,71245,61262
61284	Fusarium tricinctum	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium tricinctum species complex,Fusarium tricinctum	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,110618,5506,679429,61284
61366	Fusarium oxysporum f. sp. cubense	forma specialis	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Dikarya,Ascomycota,saccharomyceta,Pezizomycotina,leotiomyceta,sordariomyceta,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium oxysporum species complex,Fusarium oxysporum,Fusarium oxysporum f. sp. cubense	1,131567,2759,33154,4751,451864,4890,716545,147538,716546,715989,147550,222543,5125,110618,5506,171631,5507,61366
61383	Lynx canadensis	species	root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Laurasiatheria,Carnivora,Feliformia,Felidae,Felinae,Lynx,Lynx canadensis	1,131567,2759,33154,33208,6072,33213,33511,7711,89593,7742,7776,117570,117571,8287,1338369,32523,32524,40674,32525,9347,1437010,314145,33554,379583,9681,338152,13124,61383
61395	Linderina pennispora	species	root,cellular organisms,Eukaryota,Opisthokonta,Fungi,Fungi incertae sedis,Zoopagomycota,Kickxellomycotina,Kickxellomycetes,Kickxellales,Kickxellaceae,Linderina,Linderina pennispora	1,131567,2759,33154,4751,112252,1913638,451828,2219690,4861,4862,4867,61395
